City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
243,Mecca,SA,21.4267,39.8261,73.9,64,50,2.82,scattered clouds
244,Kintampo,GH,8.0563,-1.7306,79.12,21,72,2.04,broken clouds
245,Hualmay,PE,-11.0964,-77.6139,71.24,86,74,8.23,broken clouds
246,Llangefni,GB,53.2556,-4.3106,43.66,93,100,3.44,overcast clouds
247,Bathsheba,BB,13.2167,-59.5167,77.61,69,40,14.97,scattered clouds
248,Mahebourg,MU,-20.4081,57.7,78.26,94,75,11.5,light rain
249,Turbat,PK,26.0023,63.044,58.39,39,6,5.03,clear sky
250,Bolobo,CD,-2.1667,16.2333,73.65,90,100,2.86,overcast clouds
251,Salaga,GH,8.5508,-0.5188,82.35,21,97,4.5,overcast clouds
252,Ponta Do Sol,PT,32.6667,-17.1,63.23,65,24,7.09,few clouds
253,Lorengau,PG,-2.0226,147.2712,85.21,70,13,9.4,few clouds
254,Najran,SA,17.4924,44.1277,52.45,40,0,1.95,clear sky
255,Belen,TR,36.4891,36.2233,37.54,100,100,3.44,fog
256,Malanje,AO,-9.5402,16.341,65.59,99,100,3.83,light rain
257,Sao Filipe,CV,14.8961,-24.4956,73.33,64,100,9.17,overcast clouds
258,Arethousa,GR,40.7435,23.5898,37.09,90,100,4.41,overcast clouds
259,Lagoa,PT,39.05,-27.9833,60.93,85,2,15.39,clear sky
260,Port Hardy,CA,50.6996,-127.4199,46.4,100,100,11.5,light rain
261,Stornoway,GB,58.2093,-6.3865,49.96,89,100,8.01,overcast clouds
262,Salalah,OM,17.0151,54.0924,68.09,64,0,4.61,clear sky
263,Barra Do Garcas,BR,-15.89,-52.2567,71.73,97,100,3.42,overcast clouds
264,Wewak,PG,-3.5534,143.6268,85.71,70,72,12.08,broken clouds
265,Umtata,ZA,-31.5889,28.7844,62.46,94,100,2.26,overcast clouds
266,Diego De Almagro,CL,-26.3667,-70.05,68.0,42,95,0.49,overcast clouds
267,Bani Walid,LY,31.7566,13.9942,49.03,73,25,17.0,scattered clouds
